word,freq
미국,1.06
만큼,1.06
진동,1.06
정지,1.06
측후,1.04
리스,1.04
타임,1.04
거치,1.04
최적화,1.04
저렴,1.04
전문점,1.02
회사,1.02
말리부,1.02
오너,1.02
예정,1.02
부터,1.02
보통,1.02
가솔린,1.02
사이,1
주소,1
설계,1
시기,1
품질,1
하니,1
무선,1
전국,1
최고급,1
사전,0.98
탁송,0.98
블로그,0.98
네이버,0.98
스펙,0.98
언더,0.98
루카스,0.98
적극,0.98
관심,0.96
회원,0.96
제일,0.96
매력,0.96
이름,0.96
완성,0.96
결과,0.96
사이즈,0.96
배기가스,0.94
구조,0.94
제한,0.94
스타일,0.94
두운,0.94
